date,shortwave_radiation_sum,sunshine_duration,daylight_duration,cloud_cover_mean,temperature_2m_mean,relative_humidity_2m_mean,rain_sum,wind_speed_10m_mean,weather_code
2026-04-22,25.610000610351562,43200.0,45173.859375,11.5,28.493745803833008,66.57318878173828,0.10000000149011612,12.643576622009277,51
2026-04-23,26.020000457763672,43200.0,45217.2890625,4.958333492279053,28.616662979125977,66.62823486328125,0.0,12.590118408203125,0
2026-04-24,25.850000381469727,43200.0,45260.34765625,19.16666603088379,28.689584732055664,70.2824478149414,0.20000000298023224,17.366544723510742,51
2026-04-25,25.760000228881836,43200.0,45303.0,55.66666793823242,28.850004196166992,70.90054321289062,0.0,15.29143238067627,3
2026-04-26,24.549999237060547,43200.0,45345.19921875,55.83333206176758,28.21666717529297,72.52960205078125,2.200000047683716,19.44096565246582,61
2026-04-27,22.510000228881836,43200.0,45386.91796875,55.79166793823242,28.24791717529297,73.25434112548828,10.799999237060547,16.783809661865234,63
2026-04-28,25.40999984741211,43200.0,45428.11328125,63.16666793823242,28.37708282470703,68.95220184326172,1.7000001668930054,15.6688814163208,53
2026-04-29,27.0,43200.0,45468.7421875,50.04166793823242,29.018747329711914,65.3853988647461,0.0,16.354530334472656,3
2026-04-30,25.81999969482422,43200.0,45508.76953125,28.83333396911621,28.895830154418945,67.0248031616211,0.5,19.08739471435547,51
2026-05-01,25.639999389648438,43236.3671875,45548.1640625,45.75,29.006254196166992,67.11869049072266,0.20000000298023224,18.91481590270996,51
